id,German,Article,Plural,English,CEFR,WordType,VocabularyQuizEligible,ArticleQuizEligible,ProblemFlag,ProblemType,SourcePage,RawEntry,Notes
b1_0091,Anruf,der,-e,,B1,noun,yes,yes,no,,18,"der Anruf, -e",
b1_0092,Anrufbeantworter,der,-,,B1,noun,yes,yes,no,,18,"der Anrufbeantworter, -",
b1_0093,Ansage,die,-n,,B1,noun,yes,yes,no,,18,"die Ansage, -n",
b1_0094,Anbieter,der,-,,B1,noun,yes,yes,no,,18,"der Anbieter, -",
b1_0095,Angebot,das,-e,,B1,noun,yes,yes,no,,18,"das Angebot, -e",
b1_0099,Änderung,die,-en,,B1,noun,yes,yes,no,,18,"die Änderung, -en",
b1_0103,Anfang,der,¨-e,,B1,noun,yes,yes,no,,18,"der Anfang, ¨-e",
b1_0106,Angabe,die,-n,,B1,noun,yes,yes,no,,18,"die Angabe,-n",
b1_0107,Angehörige,der,-n,,B1,noun,yes,yes,no,,18,"der Angehörige, -n",
b1_0108,Angehörige,die,-n,,B1,noun,yes,yes,no,,18,"die Angehörige, -n",
b1_0110,Anwalt,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anwalt, ¨-e",
b1_0111,Anwältin,die,-nen,,B1,noun,yes,yes,no,,19,"die Anwältin, -nen",
b1_0113,Anzeige,die,-n,,B1,noun,yes,yes,no,,19,"die Anzeige, -n",
b1_0114,Anzug,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anzug, ¨-e",
b1_0115,Apartment,das,-s,,B1,noun,yes,yes,no,,19,"das Apartment, -s",
b1_0116,Apfel,der,¨-,,B1,noun,yes,yes,no,,19,"der Apfel, ¨-",
b1_0117,Apotheke,die,-n,,B1,noun,yes,yes,no,,19,"die Apotheke, -n",
b1_0118,Apparat,der,-e,,B1,noun,yes,yes,no,,19,"der Apparat, -e",
b1_0119,Appetit,der,,,B1,noun,yes,yes,no,,19,der Appetit,
b1_0120,Aprikose,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,19,"die Aprikose, -n (D, CH) →",regional_variant_or_reference
b1_0122,Arbeit,die,-en,,B1,noun,yes,yes,no,,19,"die Arbeit, -en",
b1_0123,Arbeiter,der,-,,B1,noun,yes,yes,no,,19,"der Arbeiter, -",
b1_0124,Arbeiterin,die,-nen,,B1,noun,yes,yes,no,,19,"die Arbeiterin, -nen",
b1_0125,Arbeitserlaubnis,die,,,B1,noun,yes,yes,no,,19,die Arbeitserlaubnis,
b1_0127,Arbeitslosigkeit,die,,,B1,noun,yes,yes,no,,19,die Arbeitslosigkeit,
b1_0128,Arbeitsplatz,der,¨-e,,B1,noun,yes,yes,no,,19,"der Arbeitsplatz, ¨-e",
b1_0129,Arbeitsstelle,die,-n,,B1,noun,yes,yes,no,,19,"die Arbeitsstelle, -n",
b1_0132,Anschluss,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anschluss, ¨-e",
b1_0136,Anspruch,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anspruch, ¨-e",
b1_0138,Angestellte,der,-n,,B1,noun,yes,yes,no,,19,"der Angestellte, -n",
b1_0139,Angestellte,die,-n,,B1,noun,yes,yes,no,,19,"die Angestellte, -n",
b1_0142,Antrag,der,¨-e,,B1,noun,yes,yes,no,,19,"der Antrag, ¨-e",
b1_0146,Antwort,die,-en,,B1,noun,yes,yes,no,,19,"die Antwort, -en",
b1_0147,Wohnungen sind zu teuer.,die,,,B1,noun,yes,yes,yes,multi_word_expression,19,die Wohnungen sind zu teuer.,
b1_0150,Aufenthalt,der,-e,,B1,noun,yes,yes,no,,20,"der Aufenthalt, -e",
b1_0153,Aufforderung,die,-en,,B1,noun,yes,yes,no,,20,"die Aufforderung, -en",
b1_0155,Aufgabe,die,-n,,B1,noun,yes,yes,no,,20,"die Aufgabe, -n",
b1_0164,Aufnahme,die,-n,,B1,noun,yes,yes,no,,20,"die Aufnahme, -n",
b1_0165,Architekt,der,-en,,B1,noun,yes,yes,no,,20,"der Architekt, -en",
b1_0166,Architektin,die,-nen,,B1,noun,yes,yes,no,,20,"die Architektin, -nen",
b1_0167,Ärger,der,,,B1,noun,yes,yes,no,,20,der Ärger,
b1_0170,Arm,der,-e,,B1,noun,yes,yes,no,,20,"der Arm, -e",
b1_0171,Art,die,-en,,B1,noun,yes,yes,no,,20,"die Art, -en",
b1_0172,Artikel,der,-,,B1,noun,yes,yes,no,,20,"der Artikel, -",
b1_0173,Arzt,der,¨-e,,B1,noun,yes,yes,no,,20,"der Arzt, ¨-e",
b1_0174,Ärztin,die,-nen,,B1,noun,yes,yes,no,,20,"die Ärztin, -nen",
b1_0175,Asyl,das,,,B1,noun,yes,yes,no,,20,das Asyl,
b1_0177,Atem,der,,,B1,noun,yes,yes,no,,20,der Atem,
b1_0180,Ausbildung,die,-en,,B1,noun,yes,yes,no,,21,"die Ausbildung, -en",
b1_0183,Ausdruck,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausdruck, ¨-e",
b1_0185,Ausfahrt,die,-en,,B1,noun,yes,yes,no,,21,"die Ausfahrt, -en",
b1_0187,Ausflug,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausflug, ¨-e",
b1_0189,Ausgabe,die,-n,,B1,noun,yes,yes,no,,21,"die Ausgabe, -n",
b1_0190,Ausgang,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausgang, ¨-e",
b1_0194,Aushilfe,die,-n,,B1,noun,yes,yes,no,,21,"die Aushilfe, -n",
b1_0195,Auskunft,die,¨-e,,B1,noun,yes,yes,no,,21,"die Auskunft, ¨-e",
b1_0196,Ausland,das,,,B1,noun,yes,yes,no,,21,das Ausland,
b1_0201,Auftrag,der,¨-e,,B1,noun,yes,yes,no,,21,"der Auftrag, ¨-e",
b1_0203,Auftritt,der,-e,,B1,noun,yes,yes,no,,21,"der Auftritt, -e",
b1_0206,Aufzug,der,"¨-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,21,"der Aufzug, ¨-e (D, A) →",regional_variant_or_reference
b1_0208,Auge,das,-n,,B1,noun,yes,yes,no,,21,"das Auge, -n",
b1_0209,Augenblick,der,-e,,B1,noun,yes,yes,no,,21,"der Augenblick, -e",
b1_0212,Aussicht,die,-en,,B1,noun,yes,yes,no,,22,"die Aussicht, -en",
b1_0214,Aussprache,die,,,B1,noun,yes,yes,no,,22,die Aussprache,
b1_0216,Ausstellung,die,-en,,B1,noun,yes,yes,no,,22,"die Ausstellung, -en",
b1_0218,Auswahl,die,-en,,B1,noun,yes,yes,no,,22,"die Auswahl, -en",
b1_0219,Ausweis,der,-e,,B1,noun,yes,yes,no,,22,"der Ausweis, -e",
b1_0221,Auto,das,-s,,B1,noun,yes,yes,no,,22,"das Auto, -s",
b1_0222,Autobahn,die,-en,,B1,noun,yes,yes,no,,22,"die Autobahn, -en",
b1_0223,Automat,der,-en,,B1,noun,yes,yes,no,,22,"der Automat, -en",
b1_0225,Autor,der,-en,,B1,noun,yes,yes,no,,22,"der Autor, -en",
b1_0226,Autorin,die,-nen,,B1,noun,yes,yes,no,,22,"die Autorin, -nen",
b1_0227,Ausländer,der,-,,B1,noun,yes,yes,no,,22,"der Ausländer, -",
b1_0228,Ausländerin,die,-nen,,B1,noun,yes,yes,no,,22,"die Ausländerin, -nen",
b1_0231,Ausnahme,die,-n,,B1,noun,yes,yes,no,,22,"die Ausnahme, -n",
b1_0243,Bar,die,-s,,B1,noun,yes,yes,no,,23,"die Bar, -s",
b1_0245,Bargeld,das,,,B1,noun,yes,yes,no,,23,das Bargeld,
b1_0246,Bart,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bart, ¨-e",
b1_0247,Basketball,der,¨-e,,B1,noun,yes,yes,no,,23,"der Basketball, ¨-e",
b1_0249,Batterie,die,-n,,B1,noun,yes,yes,no,,23,"die Batterie, -n",
b1_0250,Bauch,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bauch, ¨-e",
b1_0252,Bau,der,Bauten,,B1,noun,yes,yes,no,,23,"der Bau, Bauten",
b1_0253,Baustelle,die,-n,,B1,noun,yes,yes,no,,23,"die Baustelle, -n",
b1_0254,Bauer,der,-n,,B1,noun,yes,yes,no,,23,"der Bauer, -n",
b1_0255,Baum,der,¨-e,,B1,noun,yes,yes,no,,23,"der Baum, ¨-e",
b1_0257,Beamte,der,-n,,B1,noun,yes,yes,no,,23,"der Beamte, -n",
b1_0258,Beamtin,die,-nen,,B1,noun,yes,yes,no,,23,"die Beamtin, -nen",
b1_0262,Bedarf,der,,,B1,noun,yes,yes,no,,23,der Bedarf,
b1_0264,Bedeutung,die,-en,,B1,noun,yes,yes,no,,23,"die Bedeutung, -en",
b1_0266,Bäckerei,die,-en,,B1,noun,yes,yes,no,,23,"die Bäckerei, -en",
b1_0268,Bad,das,¨-er,,B1,noun,yes,yes,no,,23,"das Bad, ¨-er",
b1_0269,Badewanne,die,-n,,B1,noun,yes,yes,no,,23,"die Badewanne, -n",
b1_0270,Bahn,die,-en,,B1,noun,yes,yes,no,,23,"die Bahn, -en",
b1_0272,Straßenbahn,die,-en,,B1,noun,yes,yes,no,,23,"die Straßenbahn, -en",
b1_0273,U-Bahn,die,-en,,B1,noun,yes,yes,no,,23,"die U-Bahn, -en",
b1_0274,Bahnhof,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bahnhof, ¨-e",
b1_0275,Bahnsteig,der,"-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,23,"der Bahnsteig, -e (D, A) →",regional_variant_or_reference
b1_0277,Balkon,der,-e,,B1,noun,yes,yes,no,,23,"der Balkon, -e",
b1_0278,Ball,der,¨-e,,B1,noun,yes,yes,no,,23,"der Ball, ¨-e",
b1_0279,Ballett,das,-e,,B1,noun,yes,yes,no,,23,"das Ballett, -e",
b1_0280,Banane,die,-n,,B1,noun,yes,yes,no,,23,"die Banane, -n",
b1_0281,Bank,die,¨-e,,B1,noun,yes,yes,no,,23,"die Bank, ¨-e",
b1_0282,Bancomat/Bankomat,der,,,B1,noun,yes,yes,yes,multiple_forms,23,"der Bancomat/Bankomat,",
b1_0285,Bankleitzahl,die,-en,,B1,noun,yes,yes,no,,23,"die Bankleitzahl, -en",
b1_0286,Bankomat-Karte,die,-n,,B1,noun,yes,yes,no,,23,"die Bankomat-Karte, -n",
b1_0292,Behörde,die,-n,,B1,noun,yes,yes,no,,24,"die Behörde, -n",
b1_0295,Bein,das,-e,,B1,noun,yes,yes,no,,24,"das Bein, -e",
b1_0297,Beispiel,das,-e,,B1,noun,yes,yes,no,,24,"das Beispiel, -e",
b1_0299,Beitrag,der,¨-e,,B1,noun,yes,yes,no,,24,"der Beitrag, ¨-e",
b1_0301,Bekannte,der,-n,,B1,noun,yes,yes,no,,24,"der Bekannte, -n",
b1_0302,Bekannte,die,-n,,B1,noun,yes,yes,no,,24,"die Bekannte, -n",
b1_0306,Bedienungsanleitung,die,,,B1,noun,yes,yes,no,,24,"die Bedienungsanleitung,",
b1_0308,Bedingung,die,-en,,B1,noun,yes,yes,no,,24,"die Bedingung, -en",
b1_0317,Beginn,der,,,B1,noun,yes,yes,no,,24,der Beginn,
b1_0321,Begründung,die,-en,,B1,noun,yes,yes,no,,24,"die Begründung, -en",
b1_0326,Bericht,der,-e,,B1,noun,yes,yes,no,,25,"der Bericht, -e",
b1_0327,Beruf,der,-e,,B1,noun,yes,yes,no,,25,"der Beruf, -e",
b1_0334,Beschäftigung,die,,,B1,noun,yes,yes,no,,25,die Beschäftigung,
b1_0335,Bescheid,der,-e,,B1,noun,yes,yes,no,,25,"der Bescheid, -e",
b1_0341,Beschreibung,die,-en,,B1,noun,yes,yes,no,,25,"die Beschreibung, -en",
b1_0343,Beleg,der,-e,,B1,noun,yes,yes,no,,25,"der Beleg, -e",
b1_0350,Benzin,das,,,B1,noun,yes,yes,no,,25,das Benzin,
b1_0354,Beratung,die,,,B1,noun,yes,yes,no,,25,die Beratung,
b1_0356,Bereich,der,-e,,B1,noun,yes,yes,no,,25,"der Bereich, -e",
b1_0359,Berg,der,-e,,B1,noun,yes,yes,no,,25,"der Berg, -e",
b1_0361,Betrag,der,¨-e,,B1,noun,yes,yes,no,,26,"der Betrag, ¨-e",
b1_0363,Betreuer,der,-,,B1,noun,yes,yes,no,,26,"der Betreuer, -",
b1_0364,Betreuerin,die,-nen,,B1,noun,yes,yes,no,,26,"die Betreuerin, -nen",
b1_0365,Betreuung,die,,,B1,noun,yes,yes,no,,26,die Betreuung,
b1_0366,Betrieb,der,-e,,B1,noun,yes,yes,no,,26,"der Betrieb, -e",
b1_0367,Betriebsrat,der,¨-e,,B1,noun,yes,yes,no,,26,"der Betriebsrat, ¨-e",
b1_0368,Betriebsrätin,die,-nen,,B1,noun,yes,yes,no,,26,"die Betriebsrätin, -nen",
b1_0371,Bett,das,-en,,B1,noun,yes,yes,no,,26,"das Bett, -en",
b1_0372,Bevölkerung,die,,,B1,noun,yes,yes,no,,26,die Bevölkerung,
b1_0375,Bewegung,die,-en,,B1,noun,yes,yes,no,,26,"die Bewegung, -en",
b1_0377,Beweis,der,-e,,B1,noun,yes,yes,no,,26,"der Beweis, -e",
b1_0379,Bewerbung,die,-en,,B1,noun,yes,yes,no,,26,"die Bewerbung, -en",
b1_0386,Besprechung,die,-en,,B1,noun,yes,yes,no,,26,"die Besprechung, -en",
b1_0387,Besserung,die,,,B1,noun,yes,yes,no,,26,die Besserung,
b1_0389,Bestätigung,die,-en,,B1,noun,yes,yes,no,,26,"die Bestätigung, -en",
b1_0395,Besuch,der,-e,,B1,noun,yes,yes,no,,26,"der Besuch, -e",
b1_0396,Bitte,die,-n,,B1,noun,yes,yes,no,,27,"die Bitte, -n",
b1_0400,Blatt,das,¨-er,,B1,noun,yes,yes,no,,27,"das Blatt, ¨-er",
b1_0402,Bleistift,der,-e,,B1,noun,yes,yes,no,,27,"der Bleistift, -e",
b1_0403,Blick,der,-e,,B1,noun,yes,yes,no,,27,"der Blick, -e",
b1_0406,Blitz,der,-e,,B1,noun,yes,yes,no,,27,"der Blitz, -e",
b1_0410,Blume,die,-n,,B1,noun,yes,yes,no,,27,"die Blume, -n",
b1_0411,Bluse,die,-n,,B1,noun,yes,yes,no,,27,"die Bluse, -n",
b1_0413,Blut,das,,,B1,noun,yes,yes,no,,27,das Blut,
b1_0414,Bewohner,der,-,,B1,noun,yes,yes,no,,27,"der Bewohner, -",
b1_0415,Bewohnerin,die,-nen,,B1,noun,yes,yes,no,,27,"die Bewohnerin, -nen",
b1_0417,Beziehung,die,-en,,B1,noun,yes,yes,no,,27,"die Beziehung, -en",
b1_0418,Bibliothek,die,-en,,B1,noun,yes,yes,no,,27,"die Bibliothek, -en",
b1_0419,Bier,das,,,B1,noun,yes,yes,no,,27,das Bier,
b1_0421,Bild,das,-er,,B1,noun,yes,yes,no,,27,"das Bild, -er",
b1_0422,Bildschirm,der,-e,,B1,noun,yes,yes,no,,27,"der Bildschirm, -e",
b1_0423,Billett,das,-e/-s,,B1,noun,yes,yes,yes,regional_variant,27,"das Billett, -e/-s →D, A:",regional_variant_or_reference
b1_0426,Biologie,die,,,B1,noun,yes,yes,no,,27,die Biologie,
b1_0429,Birne,die,-n,,B1,noun,yes,yes,no,,27,"die Birne, -n",
b1_0434,Brief,der,-e,,B1,noun,yes,yes,no,,28,"der Brief, -e",
b1_0435,Briefkasten,der,¨-,,B1,noun,yes,yes,no,,28,"der Briefkasten, ¨-",
b1_0436,Briefmarke,die,-n,,B1,noun,yes,yes,no,,28,"die Briefmarke, -n",
b1_0437,Briefträger,der,,,B1,noun,yes,yes,no,,28,"der Briefträger,",
b1_0439,Briefumschlag,der,¨-e,,B1,noun,yes,yes,yes,regional_variant,28,"der Briefumschlag, ¨-e →",regional_variant_or_reference
b1_0440,Brieftasche,die,-n,,B1,noun,yes,yes,yes,regional_variant,28,"die Brieftasche, -n →D,",regional_variant_or_reference
b1_0442,Brille,die,-n,,B1,noun,yes,yes,no,,28,"die Brille, -n",
b1_0444,Broschüre,die,-n,,B1,noun,yes,yes,no,,28,"die Broschüre, -n",
b1_0445,Brot,das,-e,,B1,noun,yes,yes,no,,28,"das Brot, -e",
b1_0446,Brötchen,das,- (D),,B1,noun,yes,yes,yes,regional_variant,28,"das Brötchen, - (D) →A:",regional_variant_or_reference
b1_0448,Brötli,das,- (CH),,B1,noun,yes,yes,yes,regional_variant,28,"das Brötli, - (CH) →D:",regional_variant_or_reference
b1_0450,Brücke,die,-n,,B1,noun,yes,yes,no,,28,"die Brücke, -n",
b1_0451,Bruder,der,¨-,,B1,noun,yes,yes,no,,28,"der Bruder, ¨-",
b1_0452,Brust,die,,,B1,noun,yes,yes,no,,28,die Brust,
b1_0453,Bub,der,"-en (A, CH)",,B1,noun,yes,yes,yes,regional_variant,28,"der Bub, -en (A, CH) →D:",regional_variant_or_reference
b1_0455,Buch,das,¨-er,,B1,noun,yes,yes,no,,28,"das Buch, ¨-er",
b1_0456,Buchhandlung,die,-en,,B1,noun,yes,yes,no,,28,"die Buchhandlung, -en",
b1_0458,Boden,der,¨-,,B1,noun,yes,yes,no,,28,"der Boden, ¨-",
b1_0459,Bogen,der,-/¨-,,B1,noun,yes,yes,no,,28,"der Bogen, -/¨-",
b1_0460,Bohne,die,-n,,B1,noun,yes,yes,no,,28,"die Bohne, -n",
b1_0461,Boot,das,-e,,B1,noun,yes,yes,no,,28,"das Boot, -e",
b1_0462,Botschaft,die,-en,,B1,noun,yes,yes,no,,28,"die Botschaft, -en",
b1_0465,Braten,der,-,,B1,noun,yes,yes,no,,28,"der Braten, -",
b1_0469,Breite,die,-n,,B1,noun,yes,yes,no,,28,"die Breite, -n",
b1_0471,Bremse,die,-n,,B1,noun,yes,yes,no,,28,"die Bremse, -n",
b1_0474,Fahrt mit.,die,,,B1,noun,yes,yes,yes,multi_word_expression,28,die Fahrt mit.,
b1_0475,Couch,die,-s,,B1,noun,yes,yes,no,,29,"die Couch, -s",
b1_0476,Creme,die,-n/-s,,B1,noun,yes,yes,no,,29,"die Creme, -n/-s",
b1_0477,Cousin,der,-s,,B1,noun,yes,yes,no,,29,"der Cousin, -s",
b1_0478,Cousine,die,-n,,B1,noun,yes,yes,no,,29,"die Cousine, -n",
b1_0479,Couvert,das,-s (CH),,B1,noun,yes,yes,yes,regional_variant,29,"das Couvert, -s (CH) →",regional_variant_or_reference
b1_0483,Dach,das,¨-er,,B1,noun,yes,yes,no,,29,"das Dach, ¨-er",
b1_0489,Buchstabe,der,-n,,B1,noun,yes,yes,no,,29,"der Buchstabe, -n",
b1_0490,Büchse,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,29,"die Büchse, -n (D, CH) →",regional_variant_or_reference
b1_0491,Buffet,das,-s,,B1,noun,yes,yes,no,,29,"das Buffet, -s",
b1_0492,Bühne,die,-n,,B1,noun,yes,yes,no,,29,"die Bühne, -n",
b1_0494,Burg,die,-en,,B1,noun,yes,yes,no,,29,"die Burg, -en",
b1_0495,Bürger,der,-,,B1,noun,yes,yes,no,,29,"der Bürger, -",
b1_0496,Bürgerin,die,-nen,,B1,noun,yes,yes,no,,29,"die Bürgerin, -nen",
b1_0497,Büro,das,-s,,B1,noun,yes,yes,no,,29,"das Büro, -s",
b1_0498,Bürste,die,-n,,B1,noun,yes,yes,no,,29,"die Bürste, -n",
b1_0499,Zahnbürste,die,-n,,B1,noun,yes,yes,no,,29,"die Zahnbürste, -n",
b1_0500,Bus,der,-se,,B1,noun,yes,yes,no,,29,"der Bus, -se",
b1_0501,Butter,die,,,B1,noun,yes,yes,no,,29,die Butter,
b1_0502,Café,das,-s,,B1,noun,yes,yes,no,,29,"das Café, -s",
b1_0503,Cafeteria,die,-s,,B1,noun,yes,yes,no,,29,"die Cafeteria, -s",
b1_0504,Chance,die,-n,,B1,noun,yes,yes,no,,29,"die Chance, -n",
b1_0505,Chef,der,-s,,B1,noun,yes,yes,no,,29,"der Chef, -s",
b1_0506,Chefin,die,-nen,,B1,noun,yes,yes,no,,29,"die Chefin, -nen",
b1_0508,Coiffeur,der,-e,,B1,noun,yes,yes,no,,29,"der Coiffeur, -e",
b1_0509,Coiffeuse,die,-n (CH),,B1,noun,yes,yes,no,,29,"die Coiffeuse, -n (CH)",regional_variant_or_reference
b1_0511,Dauer,die,,,B1,noun,yes,yes,no,,30,die Dauer,
b1_0513,Decke,die,-n,,B1,noun,yes,yes,no,,30,"die Decke, -n",
b1_0516,Gedanke,der,-n,,B1,noun,yes,yes,no,,30,"der Gedanke, -n",
b1_0517,Denkmal,das,¨-er,,B1,noun,yes,yes,no,,30,"das Denkmal, ¨-er",
b1_0521,Dessert,das,-s,,B1,noun,yes,yes,yes,regional_variant,30,"das Dessert, -s →D, A:",regional_variant_or_reference
b1_0525,Dame,die,-n,,B1,noun,yes,yes,no,,30,"die Dame, -n",
b1_0530,Dank,der,,,B1,noun,yes,yes,no,,30,der Dank,
b1_0535,Darstellung,die,-en,,B1,noun,yes,yes,no,,30,"die Darstellung, -en",
b1_0537,Datei,die,-en,,B1,noun,yes,yes,no,,30,"die Datei, -en",
b1_0538,Datum,das,die Daten,,B1,noun,yes,yes,no,,30,"das Datum, die Daten",
b1_0539,Daten (Plural),die,,,B1,noun,yes,yes,yes,multi_word_expression,30,die Daten (Plural),
b1_0541,Diskussion,die,-en,,B1,noun,yes,yes,no,,31,"die Diskussion, -en",
b1_0542,Distanz,die,-en,,B1,noun,yes,yes,no,,31,"die Distanz, -en",
b1_0544,Doktor,der,-en,,B1,noun,yes,yes,no,,31,"der Doktor, -en",
b1_0545,Doktorin,die,-nen,,B1,noun,yes,yes,no,,31,"die Doktorin, -nen",
b1_0546,Dokument,das,-e,,B1,noun,yes,yes,no,,31,"das Dokument, -e",
b1_0548,Donner,der,-,,B1,noun,yes,yes,no,,31,"der Donner, -",
b1_0551,Dorf,das,¨-er,,B1,noun,yes,yes,no,,31,"das Dorf, ¨-er",
b1_0554,Dose,die,-n,,B1,noun,yes,yes,yes,regional_variant,31,"die Dose, -n →D, CH:",regional_variant_or_reference
b1_0557,Dreck,der,,,B1,noun,yes,yes,no,,31,der Dreck,
b1_0558,Detail,das,-s,,B1,noun,yes,yes,no,,31,"das Detail, -s",
b1_0560,Diät,die,,,B1,noun,yes,yes,no,,31,die Diät,
b1_0561,Dialekt,der,-e,,B1,noun,yes,yes,no,,31,"der Dialekt, -e",
b1_0562,Dialog,der,-e,,B1,noun,yes,yes,no,,31,"der Dialog, -e",
b1_0565,Dieb,der,-e,,B1,noun,yes,yes,no,,31,"der Dieb, -e",
b1_0567,Dienst,der,,,B1,noun,yes,yes,no,,31,der Dienst,
b1_0571,Ding,das,-e,,B1,noun,yes,yes,no,,31,"das Ding, -e",
b1_0572,Diplom,das,-e,,B1,noun,yes,yes,no,,31,"das Diplom, -e",
b1_0574,Direktor,der,-en,,B1,noun,yes,yes,no,,31,"der Direktor, -en",
b1_0575,Direktorin,die,-nen,,B1,noun,yes,yes,no,,31,"die Direktorin, -nen",
b1_0576,Diskothek,die,"-en/Disko,",,B1,noun,yes,yes,no,,31,"die Diskothek, -en/Disko,",
b1_0579,Durchsage,die,-n,,B1,noun,yes,yes,no,,32,"die Durchsage, -n",
b1_0580,Durchschnitt,der,-e,,B1,noun,yes,yes,no,,32,"der Durchschnitt, -e",
b1_0583,Durst,der,,,B1,noun,yes,yes,no,,32,der Durst,
b1_0585,Dusche,die,-n,,B1,noun,yes,yes,no,,32,"die Dusche, -n",
b1_0593,Droge,die,-n,,B1,noun,yes,yes,no,,32,"die Droge, -n",
b1_0594,Drogerie,die,-n,,B1,noun,yes,yes,no,,32,"die Drogerie, -n",
b1_0597,Drucker,der,-,,B1,noun,yes,yes,no,,32,"der Drucker, -",
b1_0599,Druck,der,,,B1,noun,yes,yes,no,,32,der Druck,
b1_0605,Eile,die,,,B1,noun,yes,yes,no,,33,die Eile,
b1_0608,Einbahnstraße,die,-n,,B1,noun,yes,yes,no,,33,"die Einbahnstraße, -n",
b1_0610,Einbrecher,der,-,,B1,noun,yes,yes,no,,33,"der Einbrecher, -",
b1_0611,Einbrecherin,die,-nen,,B1,noun,yes,yes,no,,33,"die Einbrecherin, -nen",
