id,German,Article,Plural,English,CEFR,WordType,VocabularyQuizEligible,ArticleQuizEligible,ProblemFlag,ProblemType,SourcePage,RawEntry,Notes
b1_0034,abgeben,,,,B1,verb,yes,no,yes,separable_verb,16,"abgeben, gibt ab, gab ab,",
b1_0035,abhängen,,,,B1,verb,yes,no,yes,separable_verb,16,"abhängen, hängt ab, hing",
b1_0036,abhängig,,,,B1,adjective/adverb/other,yes,no,no,,16,abhängig,
b1_0037,abheben,,,,B1,verb,yes,no,yes,separable_verb,16,"abheben, hebt ab, hob ab,",
b1_0038,abholen,,,,B1,verb,yes,no,yes,separable_verb,16,"abholen, holt ab, holte ab,",
b1_0039,Lasst uns über diesen Punkt abstimmen.,,,,B1,phrase,yes,no,yes,multi_word_expression,16,Lasst uns über diesen Punkt abstimmen.,
b1_0040,alltäglich,,,,B1,adjective/adverb/other,yes,no,no,,17,alltäglich,
b1_0041,Alphabet,das,-e,,B1,noun,yes,yes,no,,17,"das Alphabet, -e",
b1_0042,als,,,,B1,other,yes,no,no,,17,als,
b1_0043,als ob,,,,B1,phrase,yes,no,yes,multi_word_expression,17,als ob,
b1_0044,also,,,,B1,other,yes,no,no,,17,also,
b1_0045,alt,,,,B1,adjective/adverb/other,yes,no,no,,17,alt,
b1_0046,Alter,das,,,B1,noun,yes,yes,no,,17,das Alter,
b1_0047,Altenheim,das,-e,,B1,noun,yes,yes,yes,regional_variant,17,"das Altenheim, -e →",regional_variant_or_reference
b1_0048,Altersheim,,,,B1,other,yes,no,no,,17,Altersheim,
b1_0049,Altersheim,das,-e,,B1,noun,yes,yes,yes,regional_variant,17,"das Altersheim, -e →",regional_variant_or_reference
b1_0050,Altenheim,,,,B1,other,yes,no,no,,17,Altenheim,
b1_0051,alternativ,,,,B1,adjective/adverb/other,yes,no,no,,17,alternativ,
b1_0052,Alternative,die,-n,,B1,noun,yes,yes,no,,17,"die Alternative, -n",
b1_0053,Ampel,die,-n,,B1,noun,yes,yes,no,,17,"die Ampel, -n",
b1_0054,Amt,das,¨-er,,B1,noun,yes,yes,no,,17,"das Amt, ¨-er",
b1_0055,sich amüsieren,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,17,"sich amüsieren, amüsiert",reflexive
b1_0056,an,,,,B1,other,yes,no,no,,17,an,
b1_0057,analysieren,,,,B1,verb,yes,no,no,,17,"analysieren, analysiert,",
b1_0058,anbieten,,,,B1,verb,yes,no,yes,separable_verb,17,"anbieten, bietet an,",
b1_0059,Achtung!,,,,B1,other,yes,no,no,,17,Achtung!,
b1_0060,Adresse,die,-n,,B1,noun,yes,yes,no,,17,"die Adresse, -n",
b1_0061,ähnlich,,,,B1,adjective/adverb/other,yes,no,no,,17,ähnlich,
b1_0062,Ahnung,die,,,B1,noun,yes,yes,no,,17,die Ahnung,
b1_0063,Aktion,die,-en,,B1,noun,yes,yes,no,,17,"die Aktion, -en",
b1_0064,aktiv,,,,B1,adjective/adverb/other,yes,no,no,,17,aktiv,
b1_0065,Aktivität,die,-en,,B1,noun,yes,yes,no,,17,"die Aktivität, -en",
b1_0066,aktuell,,,,B1,adjective/adverb/other,yes,no,no,,17,aktuell,
b1_0067,akzeptieren,,,,B1,verb,yes,no,no,,17,"akzeptieren, akzeptiert,",
b1_0068,Alarm,der,-e,,B1,noun,yes,yes,no,,17,"der Alarm, -e",
b1_0069,Alkohol,der,,,B1,noun,yes,yes,no,,17,der Alkohol,
b1_0071,allein,,,,B1,adjective/adverb/other,yes,no,no,,17,allein,
b1_0073,allerdings,,,,B1,adjective/adverb/other,yes,no,no,,17,allerdings,
b1_0074,allgemein,,,,B1,adjective/adverb/other,yes,no,no,,17,allgemein,
b1_0075,Alltag,der,,,B1,noun,yes,yes,no,,17,der Alltag,
b1_0076,Angst,die,¨-e,,B1,noun,yes,yes,no,,18,"die Angst, ¨-e",
b1_0077,ängstlich,,,,B1,adjective/adverb/other,yes,no,no,,18,ängstlich,
b1_0078,anhaben,,,,B1,verb,yes,no,yes,separable_verb,18,"anhaben, hat an, hatte an,",
b1_0079,anklicken,,,,B1,verb,yes,no,yes,separable_verb,18,"anklicken, klickt an,",
b1_0080,ankommen,,,,B1,verb,yes,no,yes,separable_verb,18,"ankommen, kommt an,",
b1_0081,Ankunft,die,,,B1,noun,yes,yes,no,,18,die Ankunft,
b1_0082,ankündigen,,,,B1,verb,yes,no,yes,separable_verb,18,"ankündigen, kündigt an,",
b1_0083,Anlage,die,-n,,B1,noun,yes,yes,no,,18,"die Anlage, -n",
b1_0084,Anleitung,die,-en,,B1,noun,yes,yes,no,,18,"die Anleitung, -en",
b1_0085,anmelden,,,,B1,verb,yes,no,yes,separable_verb,18,"anmelden, meldet an,",
b1_0086,Anmeldung,die,-en,,B1,noun,yes,yes,no,,18,"die Anmeldung, -en",
b1_0087,annehmen,,,,B1,verb,yes,no,yes,separable_verb,18,"annehmen, nimmt an,",
b1_0088,Annonce,die,-n,,B1,noun,yes,yes,no,,18,"die Annonce, -n",
b1_0089,Anrede,die,-n,,B1,noun,yes,yes,no,,18,"die Anrede, -n",
b1_0090,anrufen,,,,B1,verb,yes,no,yes,separable_verb,18,"anrufen, ruft an, rief an,",
b1_0091,Anruf,der,-e,,B1,noun,yes,yes,no,,18,"der Anruf, -e",
b1_0092,Anrufbeantworter,der,-,,B1,noun,yes,yes,no,,18,"der Anrufbeantworter, -",
b1_0093,Ansage,die,-n,,B1,noun,yes,yes,no,,18,"die Ansage, -n",
b1_0094,Anbieter,der,-,,B1,noun,yes,yes,no,,18,"der Anbieter, -",
b1_0095,Angebot,das,-e,,B1,noun,yes,yes,no,,18,"das Angebot, -e",
b1_0097,andererseits,,,,B1,adjective/adverb/other,yes,no,no,,18,andererseits,
b1_0098,ändern,,,,B1,verb,yes,no,no,,18,"ändern, ändert, änderte,",
b1_0099,Änderung,die,-en,,B1,noun,yes,yes,no,,18,"die Änderung, -en",
b1_0100,anders,,,,B1,adjective/adverb/other,yes,no,no,,18,anders,
b1_0101,anerkennen,,,,B1,verb,yes,no,yes,separable_verb,18,"anerkennen, erkennt an,",
b1_0102,anfangen,,,,B1,verb,yes,no,yes,separable_verb,18,"anfangen, fängt an,",
b1_0103,Anfang,der,¨-e,,B1,noun,yes,yes,no,,18,"der Anfang, ¨-e",
b1_0104,anfangs,,,,B1,adjective/adverb/other,yes,no,no,,18,anfangs,
b1_0105,angeben,,,,B1,verb,yes,no,yes,separable_verb,18,"angeben, gibt an, gab an,",
b1_0106,Angabe,die,-n,,B1,noun,yes,yes,no,,18,"die Angabe,-n",
b1_0107,Angehörige,der,-n,,B1,noun,yes,yes,no,,18,"der Angehörige, -n",
b1_0108,Angehörige,die,-n,,B1,noun,yes,yes,no,,18,"die Angehörige, -n",
b1_0109,angenehm,,,,B1,adjective/adverb/other,yes,no,no,,18,angenehm,
b1_0110,Anwalt,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anwalt, ¨-e",
b1_0111,Anwältin,die,-nen,,B1,noun,yes,yes,no,,19,"die Anwältin, -nen",
b1_0112,anzeigen,,,,B1,verb,yes,no,yes,separable_verb,19,"anzeigen, zeigt an,",
b1_0113,Anzeige,die,-n,,B1,noun,yes,yes,no,,19,"die Anzeige, -n",
b1_0114,Anzug,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anzug, ¨-e",
b1_0115,Apartment,das,-s,,B1,noun,yes,yes,no,,19,"das Apartment, -s",
b1_0116,Apfel,der,¨-,,B1,noun,yes,yes,no,,19,"der Apfel, ¨-",
b1_0117,Apotheke,die,-n,,B1,noun,yes,yes,no,,19,"die Apotheke, -n",
b1_0118,Apparat,der,-e,,B1,noun,yes,yes,no,,19,"der Apparat, -e",
b1_0119,Appetit,der,,,B1,noun,yes,yes,no,,19,der Appetit,
b1_0120,Aprikose,die,"-n (D, CH)",,B1,noun,yes,yes,yes,regional_variant,19,"die Aprikose, -n (D, CH) →",regional_variant_or_reference
b1_0121,arbeiten,,,,B1,verb,yes,no,no,,19,"arbeiten, arbeitet,",
b1_0122,Arbeit,die,-en,,B1,noun,yes,yes,no,,19,"die Arbeit, -en",
b1_0123,Arbeiter,der,-,,B1,noun,yes,yes,no,,19,"der Arbeiter, -",
b1_0124,Arbeiterin,die,-nen,,B1,noun,yes,yes,no,,19,"die Arbeiterin, -nen",
b1_0125,Arbeitserlaubnis,die,,,B1,noun,yes,yes,no,,19,die Arbeitserlaubnis,
b1_0126,arbeitslos,,,,B1,adjective/adverb/other,yes,no,no,,19,arbeitslos,
b1_0127,Arbeitslosigkeit,die,,,B1,noun,yes,yes,no,,19,die Arbeitslosigkeit,
b1_0128,Arbeitsplatz,der,¨-e,,B1,noun,yes,yes,no,,19,"der Arbeitsplatz, ¨-e",
b1_0129,Arbeitsstelle,die,-n,,B1,noun,yes,yes,no,,19,"die Arbeitsstelle, -n",
b1_0130,anschaffen,,,,B1,verb,yes,no,yes,separable_verb,19,"anschaffen, schafft an,",
b1_0131,anschließen,,,,B1,verb,yes,no,yes,separable_verb,19,"anschließen, schließt an,",
b1_0132,Anschluss,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anschluss, ¨-e",
b1_0133,anschnallen,,,,B1,verb,yes,no,yes,separable_verb,19,"anschnallen, schnallt an,",
b1_0134,ansehen,,,,B1,verb,yes,no,yes,separable_verb,19,"ansehen, sieht an, sah an,",
b1_0135,ansprechen,,,,B1,verb,yes,no,yes,separable_verb,19,"ansprechen, spricht an,",
b1_0136,Anspruch,der,¨-e,,B1,noun,yes,yes,no,,19,"der Anspruch, ¨-e",
b1_0137,anstellen,,,,B1,verb,yes,no,yes,separable_verb,19,"anstellen, stellt an,",
b1_0138,Angestellte,der,-n,,B1,noun,yes,yes,no,,19,"der Angestellte, -n",
b1_0139,Angestellte,die,-n,,B1,noun,yes,yes,no,,19,"die Angestellte, -n",
b1_0140,sich anstrengen,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,19,"sich anstrengen, strengt",reflexive
b1_0141,anstrengend,,,,B1,adjective/adverb/other,yes,no,no,,19,anstrengend,
b1_0142,Antrag,der,¨-e,,B1,noun,yes,yes,no,,19,"der Antrag, ¨-e",
b1_0143,anwenden,,,,B1,verb,yes,no,yes,separable_verb,19,"anwenden, wendet an,",
b1_0144,anwesend,,,,B1,adjective/adverb/other,yes,no,no,,19,anwesend,
b1_0145,antworten,,,,B1,verb,yes,no,no,,19,"antworten, antwortet,",
b1_0146,Antwort,die,-en,,B1,noun,yes,yes,no,,19,"die Antwort, -en",
b1_0147,Wohnungen sind zu teuer.,die,,,B1,noun,yes,yes,yes,multi_word_expression,19,die Wohnungen sind zu teuer.,
b1_0148,bekommen Sie eine Anzeige.,,,,B1,phrase,yes,no,yes,multi_word_expression,19,bekommen Sie eine Anzeige.,
b1_0149,Schmecken dir die Aprikosen?,,,,B1,phrase,yes,no,yes,multi_word_expression,19,Schmecken dir die Aprikosen?,
b1_0150,Aufenthalt,der,-e,,B1,noun,yes,yes,no,,20,"der Aufenthalt, -e",
b1_0151,auffallen,,,,B1,verb,yes,no,yes,separable_verb,20,"auffallen, fällt auf,",
b1_0152,auffordern,,,,B1,verb,yes,no,yes,separable_verb,20,"auffordern, fordert auf,",
b1_0153,Aufforderung,die,-en,,B1,noun,yes,yes,no,,20,"die Aufforderung, -en",
b1_0154,aufführen,,,,B1,verb,yes,no,yes,separable_verb,20,"aufführen, führt auf,",
b1_0155,Aufgabe,die,-n,,B1,noun,yes,yes,no,,20,"die Aufgabe, -n",
b1_0156,aufgeben,,,,B1,verb,yes,no,yes,separable_verb,20,"aufgeben, gibt auf, gab",
b1_0157,aufhalten,,,,B1,verb,yes,no,yes,separable_verb,20,"aufhalten, hält auf, hielt",
b1_0158,aufheben,,,,B1,verb,yes,no,yes,separable_verb,20,"aufheben, hebt auf,",
b1_0159,aufhören,,,,B1,verb,yes,no,yes,separable_verb,20,"aufhören, hört auf,",
b1_0160,aufladen,,,,B1,verb,yes,no,yes,separable_verb,20,"aufladen, lädt auf, lud auf,",
b1_0161,auflösen,,,,B1,verb,yes,no,yes,separable_verb,20,"auflösen, löst auf,",
b1_0162,aufmerksam,,,,B1,adjective/adverb/other,yes,no,no,,20,aufmerksam,
b1_0163,aufnehmen,,,,B1,verb,yes,no,yes,separable_verb,20,"aufnehmen, nimmt auf,",
b1_0164,Aufnahme,die,-n,,B1,noun,yes,yes,no,,20,"die Aufnahme, -n",
b1_0165,Architekt,der,-en,,B1,noun,yes,yes,no,,20,"der Architekt, -en",
b1_0166,Architektin,die,-nen,,B1,noun,yes,yes,no,,20,"die Architektin, -nen",
b1_0167,Ärger,der,,,B1,noun,yes,yes,no,,20,der Ärger,
b1_0168,ärgerlich,,,,B1,adjective/adverb/other,yes,no,no,,20,ärgerlich,
b1_0169,arm,,,,B1,adjective/adverb/other,yes,no,no,,20,arm,
b1_0170,Arm,der,-e,,B1,noun,yes,yes,no,,20,"der Arm, -e",
b1_0171,Art,die,-en,,B1,noun,yes,yes,no,,20,"die Art, -en",
b1_0172,Artikel,der,-,,B1,noun,yes,yes,no,,20,"der Artikel, -",
b1_0173,Arzt,der,¨-e,,B1,noun,yes,yes,no,,20,"der Arzt, ¨-e",
b1_0174,Ärztin,die,-nen,,B1,noun,yes,yes,no,,20,"die Ärztin, -nen",
b1_0175,Asyl,das,,,B1,noun,yes,yes,no,,20,das Asyl,
b1_0176,atmen,,,,B1,verb,yes,no,no,,20,"atmen, atmet, atmete,",
b1_0177,Atem,der,,,B1,noun,yes,yes,no,,20,der Atem,
b1_0178,auch,,,,B1,other,yes,no,no,,20,auch,
b1_0179,auf,,,,B1,other,yes,no,no,,20,auf,
b1_0180,Ausbildung,die,-en,,B1,noun,yes,yes,no,,21,"die Ausbildung, -en",
b1_0181,ausgebildet,,,,B1,adjective/adverb/other,yes,no,no,,21,ausgebildet,
b1_0182,ausdrucken,,,,B1,verb,yes,no,yes,separable_verb,21,"ausdrucken, druckt aus,",
b1_0183,Ausdruck,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausdruck, ¨-e",
b1_0184,auseinander,,,,B1,adjective/adverb/other,yes,no,no,,21,auseinander,
b1_0185,Ausfahrt,die,-en,,B1,noun,yes,yes,no,,21,"die Ausfahrt, -en",
b1_0186,ausfallen,,,,B1,verb,yes,no,yes,separable_verb,21,"ausfallen, fällt aus,",
b1_0187,Ausflug,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausflug, ¨-e",
b1_0188,ausfüllen,,,,B1,verb,yes,no,yes,separable_verb,21,"ausfüllen, füllt aus,",
b1_0189,Ausgabe,die,-n,,B1,noun,yes,yes,no,,21,"die Ausgabe, -n",
b1_0190,Ausgang,der,¨-e,,B1,noun,yes,yes,no,,21,"der Ausgang, ¨-e",
b1_0191,ausgeben,,,,B1,verb,yes,no,yes,separable_verb,21,"ausgeben, gibt aus,",
b1_0192,ausgehen,,,,B1,verb,yes,no,yes,separable_verb,21,"ausgehen, geht aus,",
b1_0193,ausgezeichnet,,,,B1,adjective/adverb/other,yes,no,no,,21,ausgezeichnet,
b1_0194,Aushilfe,die,-n,,B1,noun,yes,yes,no,,21,"die Aushilfe, -n",
b1_0195,Auskunft,die,¨-e,,B1,noun,yes,yes,no,,21,"die Auskunft, ¨-e",
b1_0196,Ausland,das,,,B1,noun,yes,yes,no,,21,das Ausland,
b1_0197,aufpassen,,,,B1,verb,yes,no,yes,separable_verb,21,"aufpassen, passt auf,",
b1_0198,aufräumen,,,,B1,verb,yes,no,yes,separable_verb,21,"aufräumen, räumt auf,",
b1_0199,aufregen,,,,B1,verb,yes,no,yes,separable_verb,21,"aufregen, regt auf,",
b1_0200,aufstehen,,,,B1,verb,yes,no,yes,separable_verb,21,"aufstehen, steht auf,",
b1_0201,Auftrag,der,¨-e,,B1,noun,yes,yes,no,,21,"der Auftrag, ¨-e",
b1_0202,auftreten,,,,B1,verb,yes,no,yes,separable_verb,21,"auftreten, tritt auf,",
b1_0203,Auftritt,der,-e,,B1,noun,yes,yes,no,,21,"der Auftritt, -e",
b1_0204,aufwachen,,,,B1,verb,yes,no,yes,separable_verb,21,"aufwachen, wacht auf,",
b1_0205,aufwärts,,,,B1,adjective/adverb/other,yes,no,no,,21,aufwärts,
b1_0206,Aufzug,der,"¨-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,21,"der Aufzug, ¨-e (D, A) →",regional_variant_or_reference
b1_0207,Lift,,,,B1,other,yes,no,no,,21,Lift,
b1_0208,Auge,das,-n,,B1,noun,yes,yes,no,,21,"das Auge, -n",
b1_0209,Augenblick,der,-e,,B1,noun,yes,yes,no,,21,"der Augenblick, -e",
b1_0210,aus,,,,B1,other,yes,no,no,,21,aus,
b1_0211,Füllen Sie bitte dieses Formular aus!,,,,B1,phrase,yes,no,yes,multi_word_expression,21,Füllen Sie bitte dieses Formular aus!,
b1_0212,Aussicht,die,-en,,B1,noun,yes,yes,no,,22,"die Aussicht, -en",
b1_0213,aussprechen,,,,B1,verb,yes,no,yes,separable_verb,22,"aussprechen, spricht aus,",
b1_0214,Aussprache,die,,,B1,noun,yes,yes,no,,22,die Aussprache,
b1_0215,ausstellen,,,,B1,verb,yes,no,yes,separable_verb,22,"ausstellen, stellt aus,",
b1_0216,Ausstellung,die,-en,,B1,noun,yes,yes,no,,22,"die Ausstellung, -en",
b1_0217,auswählen,,,,B1,verb,yes,no,yes,separable_verb,22,"auswählen, wählt aus,",
b1_0218,Auswahl,die,-en,,B1,noun,yes,yes,no,,22,"die Auswahl, -en",
b1_0219,Ausweis,der,-e,,B1,noun,yes,yes,no,,22,"der Ausweis, -e",
b1_0220,ausziehen,,,,B1,verb,yes,no,yes,separable_verb,22,"ausziehen, zieht aus,",
b1_0221,Auto,das,-s,,B1,noun,yes,yes,no,,22,"das Auto, -s",
b1_0222,Autobahn,die,-en,,B1,noun,yes,yes,no,,22,"die Autobahn, -en",
b1_0223,Automat,der,-en,,B1,noun,yes,yes,no,,22,"der Automat, -en",
b1_0224,automatisch,,,,B1,adjective/adverb/other,yes,no,no,,22,automatisch,
b1_0225,Autor,der,-en,,B1,noun,yes,yes,no,,22,"der Autor, -en",
b1_0226,Autorin,die,-nen,,B1,noun,yes,yes,no,,22,"die Autorin, -nen",
b1_0227,Ausländer,der,-,,B1,noun,yes,yes,no,,22,"der Ausländer, -",
b1_0228,Ausländerin,die,-nen,,B1,noun,yes,yes,no,,22,"die Ausländerin, -nen",
b1_0229,ausländisch,,,,B1,adjective/adverb/other,yes,no,no,,22,ausländisch,
b1_0230,ausmachen,,,,B1,verb,yes,no,yes,separable_verb,22,"ausmachen, macht aus,",
b1_0231,Ausnahme,die,-n,,B1,noun,yes,yes,no,,22,"die Ausnahme, -n",
b1_0232,ausreichen,,,,B1,verb,yes,no,yes,separable_verb,22,"ausreichen, reicht aus, re-",
b1_0233,ausreichend,,,,B1,adjective/adverb/other,yes,no,no,,22,ausreichend,
b1_0234,ausrichten,,,,B1,verb,yes,no,yes,separable_verb,22,"ausrichten, richtet aus,",
b1_0235,ausschließen,,,,B1,verb,yes,no,yes,separable_verb,22,"ausschließen, schließt aus,",
b1_0236,ausschließlich,,,,B1,adjective/adverb/other,yes,no,no,,22,ausschließlich,
b1_0237,aussehen,,,,B1,verb,yes,no,yes,separable_verb,22,"aussehen, sieht aus,",
b1_0238,außen,,,,B1,adjective/adverb/other,yes,no,no,,22,außen,
b1_0239,außerhalb,,,,B1,adjective/adverb/other,yes,no,no,,22,außerhalb,
b1_0240,äußerlich,,,,B1,adjective/adverb/other,yes,no,no,,22,äußerlich,
b1_0241,außer,,,,B1,other,yes,no,no,,22,außer,
b1_0242,außerdem,,,,B1,other,yes,no,no,,22,außerdem,
b1_0243,Bar,die,-s,,B1,noun,yes,yes,no,,23,"die Bar, -s",
b1_0244,bar,,,,B1,other,yes,no,no,,23,bar,
b1_0245,Bargeld,das,,,B1,noun,yes,yes,no,,23,das Bargeld,
b1_0246,Bart,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bart, ¨-e",
b1_0247,Basketball,der,¨-e,,B1,noun,yes,yes,no,,23,"der Basketball, ¨-e",
b1_0248,basteln,,,,B1,verb,yes,no,no,,23,"basteln, bastelt,",
b1_0249,Batterie,die,-n,,B1,noun,yes,yes,no,,23,"die Batterie, -n",
b1_0250,Bauch,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bauch, ¨-e",
b1_0251,bauen,,,,B1,verb,yes,no,no,,23,"bauen, baut, baute,",
b1_0252,Bau,der,Bauten,,B1,noun,yes,yes,no,,23,"der Bau, Bauten",
b1_0253,Baustelle,die,-n,,B1,noun,yes,yes,no,,23,"die Baustelle, -n",
b1_0254,Bauer,der,-n,,B1,noun,yes,yes,no,,23,"der Bauer, -n",
b1_0255,Baum,der,¨-e,,B1,noun,yes,yes,no,,23,"der Baum, ¨-e",
b1_0256,beachten,,,,B1,verb,yes,no,no,,23,"beachten, beachtet,",
b1_0257,Beamte,der,-n,,B1,noun,yes,yes,no,,23,"der Beamte, -n",
b1_0258,Beamtin,die,-nen,,B1,noun,yes,yes,no,,23,"die Beamtin, -nen",
b1_0259,beantragen,,,,B1,verb,yes,no,no,,23,"beantragen, beantragt,",
b1_0260,beantworten,,,,B1,verb,yes,no,no,,23,"beantworten, beant-",
b1_0261,sich bedanken,,,,B1,verb,yes,no,yes,multi_word_expression; reflexive,23,"sich bedanken, bedankt,",reflexive
b1_0262,Bedarf,der,,,B1,noun,yes,yes,no,,23,der Bedarf,
b1_0263,bedeuten,,,,B1,verb,yes,no,no,,23,"bedeuten, bedeutet,",
b1_0264,Bedeutung,die,-en,,B1,noun,yes,yes,no,,23,"die Bedeutung, -en",
b1_0265,backen,,,,B1,verb,yes,no,no,,23,"backen, bäckt/backt,",
b1_0266,Bäckerei,die,-en,,B1,noun,yes,yes,no,,23,"die Bäckerei, -en",
b1_0267,baden,,,,B1,verb,yes,no,no,,23,"baden, badet, badete, hat",
b1_0268,Bad,das,¨-er,,B1,noun,yes,yes,no,,23,"das Bad, ¨-er",
b1_0269,Badewanne,die,-n,,B1,noun,yes,yes,no,,23,"die Badewanne, -n",
b1_0270,Bahn,die,-en,,B1,noun,yes,yes,no,,23,"die Bahn, -en",
b1_0271,S-Bahn,,,,B1,other,yes,no,no,,23,"S-Bahn, -en",
b1_0272,Straßenbahn,die,-en,,B1,noun,yes,yes,no,,23,"die Straßenbahn, -en",
b1_0273,U-Bahn,die,-en,,B1,noun,yes,yes,no,,23,"die U-Bahn, -en",
b1_0274,Bahnhof,der,¨-e,,B1,noun,yes,yes,no,,23,"der Bahnhof, ¨-e",
b1_0275,Bahnsteig,der,"-e (D, A)",,B1,noun,yes,yes,yes,regional_variant,23,"der Bahnsteig, -e (D, A) →",regional_variant_or_reference
b1_0276,bald,,,,B1,other,yes,no,no,,23,bald,
b1_0277,Balkon,der,-e,,B1,noun,yes,yes,no,,23,"der Balkon, -e",
b1_0278,Ball,der,¨-e,,B1,noun,yes,yes,no,,23,"der Ball, ¨-e",
b1_0279,Ballett,das,-e,,B1,noun,yes,yes,no,,23,"das Ballett, -e",
b1_0280,Banane,die,-n,,B1,noun,yes,yes,no,,23,"die Banane, -n",
b1_0281,Bank,die,¨-e,,B1,noun,yes,yes,no,,23,"die Bank, ¨-e",
b1_0282,Bankomat,der,,,B1,noun,yes,yes,yes,multiple_forms,23,"der Bancomat/Bankomat,",
b1_0283,-en (A,,,,B1,phrase,yes,no,yes,multi_word_expression; regional_variant,23,"-en (A, CH) →D:",regional_variant_or_reference
b1_0284,Geldautomat,,,,B1,other,yes,no,no,,23,Geldautomat,
b1_0285,Bankleitzahl,die,-en,,B1,noun,yes,yes,no,,23,"die Bankleitzahl, -en",
b1_0286,Bankomat-Karte,die,-n,,B1,noun,yes,yes,no,,23,"die Bankomat-Karte, -n",
b1_0287,Zahlen Sie bar?,,,,B1,phrase,yes,no,yes,multi_word_expression,23,Zahlen Sie bar?,
b1_0288,Ich habe kein Bargeld mehr.,,,,B1,phrase,yes,no,yes,multi_word_expression,23,Ich habe kein Bargeld mehr.,
b1_0289,John trägt jetzt einen Bart.,,,,B1,phrase,yes,no,yes,multi_word_expression,23,John trägt jetzt einen Bart.,
b1_0290,behaupten,,,,B1,verb,yes,no,no,,24,"behaupten, behauptet,",
b1_0291,behindern,,,,B1,verb,yes,no,no,,24,"behindern, behindert,",
