id,German,Article,English,ExampleSentence,CEFR,WordType,Category,ArticleQuizEligible,Source,Notes,RecommendedRemoval
a1_0017,an,,at; on; to,Wir treffen uns am Bahnhof.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0018,an sein,,to be on,Das Licht ist an.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0019,anbieten,,to offer,Was kann ich Ihnen anbieten?,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0020,ander-,,other; another,Ich nehme die andere Jacke.,A1,determiner,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0021,Anfang,der,beginning,Am Anfang ist es leicht.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0022,anfangen,,to begin,Der Kurs fängt um neun Uhr an.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0023,Angebot,das,offer; special offer,Das Angebot ist günstig.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0024,anklicken,,to click on,Klicken Sie das Wort an.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0025,ankommen,,to arrive,Wann kommt der Zug an?,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0026,ankreuzen,,to tick; check,Bitte kreuzen Sie die richtige Antwort an.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0027,Ankunft,die,arrival,Die Ankunft ist um zehn Uhr.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0028,anmachen,,to turn on,Mach bitte das Licht an.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0029,Anmeldung,die,registration,Die Anmeldung ist heute möglich.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0030,Anrede,die,salutation,Schreiben Sie eine Anrede in den Brief.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0031,Anruf,der,call,Ich bekomme einen Anruf.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0032,Anrufbeantworter,der,answering machine,Sprechen Sie bitte auf den Anrufbeantworter.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0033,anrufen,,to call,Ich rufe dich heute Abend an.,A1,verb,Communication,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0034,Ansage,die,announcement,Hören Sie bitte die Ansage.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0035,Anschluss,der,connection; phone connection,Wir haben Anschluss nach Wien.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0036,Antwort,die,answer,Die Antwort ist richtig.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0037,antworten,,to answer,Bitte antworten Sie schnell.,A1,verb,Communication,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0038,Anzeige,die,advertisement; notice,Ich lese die Anzeige in der Zeitung.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0039,Apartment,das,apartment,Wir mieten ein Apartment.,A1,noun,Housing,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0040,Apfel,der,apple,Ich esse einen Apfel.,A1,noun,Food,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0041,Appetit,der,appetite,Guten Appetit!,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0042,Arbeit,die,work; job,Meine Arbeit beginnt um acht Uhr.,A1,noun,Work,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0043,arbeiten,,to work,Ich arbeite in Wien.,A1,verb,Work,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0044,arbeitslos,,unemployed,Er ist seit Mai arbeitslos.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0045,Arbeitsplatz,der,workplace,Mein Arbeitsplatz ist ruhig.,A1,noun,Work,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0046,Arm,der,arm,Mein Arm tut weh.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0047,Arzt,der,doctor,Ich gehe zum Arzt.,A1,noun,Health,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0048,auch,,also; too,Ich komme auch.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0049,auf,,on; open; in,Das Buch liegt auf dem Tisch.,A1,preposition,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0050,auf sein,,to be open,Die Tür ist auf.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0051,Aufgabe,die,task; exercise,Die Aufgabe ist einfach.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0052,aufhören,,to stop,Der Unterricht hört um zwölf Uhr auf.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0053,aufstehen,,to get up,Ich stehe um sieben Uhr auf.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0054,Aufzug,der,elevator,Der Aufzug ist kaputt.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0055,Auge,das,eye,Meine Augen sind braun.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0056,aus,,from; out of,Ich komme aus Japan.,A1,preposition,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0057,aus sein,,to be off; be over,Die Schule ist aus.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0058,Ausflug,der,excursion; trip,Wir machen einen Ausflug.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0059,ausfüllen,,to fill out,Füllen Sie bitte das Formular aus.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0060,Ausgang,der,exit,Wo ist der Ausgang?,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0061,Auskunft,die,information,Können Sie mir eine Auskunft geben?,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0062,Ausländer,der,foreigner,Er ist Ausländer.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0063,ausländisch,,foreign,Ich habe ausländisches Geld.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0064,Ausland,das,foreign countries; abroad,Wir fahren ins Ausland.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0065,ausmachen,,to turn off,Mach bitte den Computer aus.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0066,Aussage,die,statement,Die Aussage ist richtig.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0067,aussehen,,to look; appear,Das sieht schön aus.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0068,aussteigen,,to get off,Wo muss ich aussteigen?,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0069,Ausweis,der,ID card,Hier ist mein Ausweis.,A1,noun,Travel,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0070,Auto,das,car,Ich fahre mit dem Auto.,A1,noun,Travel,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0071,Autobahn,die,highway; motorway,Die Autobahn ist voll.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0072,Automat,der,machine; vending machine,Die Fahrkarte gibt es am Automaten.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0073,automatisch,,automatic; automatically,Das geht automatisch.,A1,other,Communication,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0074,Baby,das,baby,Das Baby schläft.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0075,Bad,das,bathroom; bath,Das Bad ist klein.,A1,noun,Housing,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0076,baden,,to bathe; swim,Ich bade nicht gern.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0077,Bäckerei,die,bakery,Ich gehe zur Bäckerei.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0078,Bahn,die,train; railway,Ich fahre mit der Bahn.,A1,noun,Travel,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0079,Bahnhof,der,train station,Der Bahnhof ist in der Nähe.,A1,noun,Travel,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0080,Bahnsteig,der,platform,Der Zug fährt von Bahnsteig zwei.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0081,bald,,soon,Ich komme bald.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0082,Balkon,der,balcony,Die Wohnung hat einen Balkon.,A1,noun,Housing,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0083,Banane,die,banana,Ich kaufe drei Bananen.,A1,noun,Food,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0084,Bank,die,bank; bench,Die Bank öffnet um neun Uhr.,A1,noun,Shopping,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0085,bar,,cash; in cash,Kann ich bar zahlen?,A1,other,Shopping,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0086,Bauch,der,stomach; belly,Mein Bauch tut weh.,A1,noun,Health,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0087,Baum,der,tree,Der Baum ist groß.,A1,noun,Nature,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0088,Beamte,der/die,official; civil servant,Die Beamtin hilft mir.,A1,noun,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0089,bedeuten,,to mean,Was bedeutet dieses Wort?,A1,verb,Housing,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0090,beginnen,,to begin,Der Film beginnt um acht Uhr.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0091,bei,,near; at; with,Ich wohne bei meinen Eltern.,A1,preposition,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0092,beide,,both,Beide Kinder lernen Deutsch.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0093,Bein,das,leg,Mein Bein tut weh.,A1,noun,Health,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0094,Beispiel,das,example,Das ist ein gutes Beispiel.,A1,noun,School,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0095,bekannt,,known; famous,Der Mann ist bekannt.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0096,Bekannte,der/die,acquaintance,Ein Bekannter kommt heute.,A1,noun,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0097,bekommen,,to receive; get,Ich bekomme eine E-Mail.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0098,benutzen,,to use,Darf ich das Telefon benutzen?,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0099,Beruf,der,profession; job,Was sind Sie von Beruf?,A1,noun,Work,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0100,besetzt,,occupied; busy,Der Platz ist besetzt.,A1,other,Travel,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0101,besichtigen,,to visit; tour,Wir besichtigen den Dom.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0102,besser,,better,Heute geht es mir besser.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0103,best-,,best,Am besten lernen wir zusammen.,A1,determiner,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0104,bestellen,,to order,Ich möchte einen Kaffee bestellen.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0105,besuchen,,to visit,Ich besuche meine Freundin.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0106,Bett,das,bed,Das Kind liegt im Bett.,A1,noun,Housing,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0107,bezahlen,,to pay,Wo kann ich bezahlen?,A1,verb,Shopping,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0108,Bier,das,beer,Ein Bier bitte.,A1,noun,Food,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0109,Bild,das,picture,Das Bild ist schön.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0110,billig,,cheap,Die Jacke ist billig.,A1,adjective,Shopping,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0111,Birne,die,pear,Ich kaufe ein Kilo Birnen.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0112,bis,,until; to,Ich warte bis morgen.,A1,preposition,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0113,bisschen,,a little,Ich spreche ein bisschen Deutsch.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0114,bitte,,please; you are welcome,Einen Kaffee bitte.,A1,phrase,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0115,bitten,,to ask; request,Darf ich Sie um Hilfe bitten?,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0116,bitter,,bitter,Der Kaffee ist bitter.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0117,bleiben,,to stay,Wir bleiben zu Hause.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0118,Bleistift,der,pencil,Hast du einen Bleistift?,A1,noun,School,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0119,Blick,der,view; look,Der Blick ist sehr schön.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0120,Blume,die,flower,Die Blumen sind schön.,A1,noun,Nature,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0121,böse,,angry,Sie ist böse auf mich.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0122,Bogen,der,sheet; form,Schreiben Sie auf den Antwortbogen.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0123,brauchen,,to need,Ich brauche Wasser.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0124,breit,,wide,Wie breit ist der Tisch?,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0125,Brief,der,letter,Ich schreibe einen Brief.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0126,Briefmarke,die,stamp,Ich brauche eine Briefmarke.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0127,bringen,,to bring,Bitte bringen Sie Wasser.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0128,Brötchen,das,bread roll,Ich esse ein Brötchen.,A1,noun,School,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0129,Brot,das,bread,Ich kaufe ein Brot.,A1,noun,School,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0130,Bruder,der,brother,Mein Bruder wohnt in Graz.,A1,noun,Family,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0131,Buch,das,book,Ich lese ein Buch.,A1,noun,School,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0132,Buchstabe,der,letter of alphabet,Dieser Buchstabe ist neu.,A1,noun,Communication,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0133,buchstabieren,,to spell,Buchstabieren Sie bitte Ihren Namen.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0134,Bus,der,bus,Der Bus kommt um acht Uhr.,A1,noun,Travel,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0135,Butter,die,butter,Ich möchte Brot mit Butter.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0136,Café,das,café,Wir treffen uns im Café.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0137,CD,die,CD,Ich höre eine CD.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0138,Chef,der,boss,Mein Chef ist freundlich.,A1,noun,Work,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0139,circa,,approximately; about,Das kostet circa zehn Euro.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0140,circa/ca.,,about/approximately,Das kostet circa zehn Euro.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0141,Computer,der,computer,Der Computer ist neu.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0142,da,,there; here,Da ist der Bahnhof.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0143,Dame,die,lady,Sehr geehrte Damen und Herren.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0144,daneben,,next to it,Daneben ist die Post.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0145,Dank,der,thanks,Vielen Dank.,A1,noun,General,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0146,danke,,thanks; thank you,Nein danke.,A1,phrase,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0147,danken,,to thank,Ich danke Ihnen.,A1,verb,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0148,dann,,then,Ich kaufe ein und dann komme ich.,A1,other,General,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0149,Datum,das,date,Schreiben Sie bitte das Datum.,A1,noun,Time,yes,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0150,dauern,,to last; take time,Wie lange dauert der Film?,A1,verb,Time,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
a1_0151,dein-,,your,Ist das dein Buch?,A1,determiner,Grammar,no,Goethe-Zertifikat A1 Start Deutsch 1 Wortliste PDF; original Unser Dorf example sentence,,False
